Commerce Cloud Product Active Data,,,,,,,,,,,,,,,,,,,,,,,,,,,,
productID,revenueDay,unitsDay,ordersDay,impressionsDay,viewsDay,avgSalesPriceDay,conversionDay,revenueWeek,unitsWeek,ordersWeek,impressionsWeek,viewsWeek,avgSalesPriceWeek,conversionWeek,revenueMonth,unitsMonth,ordersMonth,impressionsMonth,viewsMonth,avgSalesPriceMonth,conversionMonth,revenueYear,unitsYear,ordersYear,impressionsYear,viewsYear,avgSalesPriceYear,conversionYear
25050730M,20,1,1,27,2,20,0.006107,104.28,6,6,187,11,17.38,0.005228,628.6,32,28,947,70,22.45,0.005776,7262.35,404,337,7029,651,21.55,0.008697
25050736M,96.2,4,4,113,46,24.05,0.024428,597,29,25,755,333,23.88,0.021785,2500.74,118,99,2854,1148,25.26,0.020422,26974.2,1632,1340,38505,18031,20.13,0.03458
25113204M,9.56,4,4,113,52,2.39,0.024428,65.62,41,34,750,325,1.93,0.029628,305.3,142,142,3918,1575,2.15,0.029293,1314.72,543,498,12555,4253,2.64,0.012851
25148430M,19.78,1,1,213,29,19.78,0.006107,133.68,7,6,1574,205,22.28,0.005228,559.04,38,32,5992,771,17.47,0.006601,3538.5,196,175,34501,5337,20.22,0.004516
25328702M,495,12,12,247,73,41.25,0.073284,3703.68,111,96,2127,534,38.58,0.083655,15199.8,368,308,6404,2018,49.35,0.063536,116151.12,2862,2824,47984,14732,41.13,0.072876
25413129M,34.16,2,2,153,30,17.08,0.012214,318.24,18,16,1261,233,19.89,0.013943,1251.98,68,59,4666,970,21.22,0.012171,1600.2,120,105,10092,1898,15.24,0.00271
25419334M,43.47,3,3,44,21,14.49,0.018321,291.72,22,22,383,174,13.26,0.019171,1275,75,75,1390,787,17,0.015471,12666.18,820,758,12469,4521,16.71,0.019561
25419639M,40.88,4,4,243,41,10.22,0.024428,325.05,37,33,1820,230,9.85,0.028756,1170.24,118,96,7887,1037,12.19,0.019803,6768.7,600,565,26888,4658,11.98,0.01458
25448064M,10.71,3,3,46,20,3.57,0.018321,58.14,19,18,380,125,3.23,0.015685,293.82,84,83,1464,741,3.54,0.017122,4026.88,980,968,13463,6659,4.16,0.02498
25448066M,68.56,4,4,161,68,17.14,0.024428,405.13,35,29,1278,425,13.97,0.025271,1449,115,105,4752,2089,13.8,0.02166,8540.69,601,569,19021,7368,15.01,0.014684
25448068M,294.56,7,7,202,50,42.08,0.042749,1626.26,51,43,1571,287,37.82,0.037471,7265.1,222,183,5800,1674,39.7,0.03775,87692.22,1984,1881,57281,12262,46.62,0.048541
25448070M,400.41,11,9,234,47,44.49,0.054963,3082.94,67,61,1772,325,50.54,0.053156,12681.08,384,316,6064,1302,40.13,0.065186,49683.6,1155,1119,33684,4940,44.4,0.028877
25484265M,463.43,12,11,198,60,42.13,0.067177,2770.96,90,76,1673,406,36.46,0.066227,9184.56,312,264,6876,1622,34.79,0.054459,71980.61,2102,1769,32413,9167,40.69,0.045651
25490259M,353.64,12,12,111,50,29.47,0.073284,3010.87,110,89,755,432,33.83,0.077555,13251.86,408,397,3914,1485,33.38,0.081895,118726.02,4944,4487,37258,14512,26.46,0.115791
25492705M,97.52,8,8,158,76,12.19,0.048856,695.46,82,67,1336,630,10.38,0.058384,4023,354,298,5098,2404,13.5,0.061473,36003,4013,3300,66902,22460,10.91,0.08516
25493571M,10.16,2,2,67,10,5.08,0.012214,57.54,16,14,440,84,4.11,0.0122,332.76,68,59,2263,373,5.64,0.012171,4375.8,831,748,24864,3432,5.85,0.019303
25493587M,226.14,6,6,198,30,37.69,0.036642,1496.28,37,37,1640,186,40.44,0.032242,8645.67,227,213,6346,776,40.59,0.043939,31358.64,800,677,25961,3287,46.32,0.017471
25493602M,79.38,8,7,146,54,11.34,0.042749,621,57,54,987,434,11.5,0.047056,1978.8,239,194,4628,1828,10.2,0.040019,21631.02,2524,2066,31554,11773,10.47,0.053315
25493613M,111.32,4,4,46,20,27.83,0.024428,639.84,26,24,381,145,26.66,0.020914,2675.12,137,119,1342,516,22.48,0.024548,23275.92,990,879,12741,5344,26.48,0.022683
25493624M,38.89,1,1,29,7,38.89,0.006107,252.07,7,7,170,57,36.01,0.0061,964.2,33,30,704,185,32.14,0.006189,9695.95,318,305,9492,2106,31.79,0.007871
25493635M,133.77,3,3,77,35,44.59,0.018321,777.67,21,19,449,219,40.93,0.016557,5085.4,117,94,2366,899,54.1,0.019391,66084.62,1244,1189,28382,13504,55.58,0.030683
25493646M,116.24,8,8,129,57,14.53,0.048856,942.24,58,52,817,420,18.12,0.045313,3036.06,245,202,3858,1963,15.03,0.04167,9314.45,635,599,8901,5520,15.55,0.015458
25493657M,420.3,9,9,126,40,46.7,0.054963,4186.08,89,72,1060,278,58.14,0.062741,15575.88,307,293,4317,1488,53.16,0.060442,87525.28,2147,1808,19921,7900,48.41,0.046657
25493665M,32.06,8,7,151,46,4.58,0.042749,209.76,50,48,1036,303,4.37,0.041828,968.1,237,210,4843,1106,4.61,0.04332,10811.49,2280,2193,58139,14709,4.93,0.056592
25493689M,35.76,4,4,163,26,8.94,0.024428,182.4,24,24,1189,167,7.6,0.020914,1292.58,148,129,3975,970,10.02,0.026611,11598.76,1466,1258,51864,11805,9.22,0.032464
25493717M,14.72,4,4,153,69,3.68,0.024428,114.75,28,27,1213,532,4.25,0.023528,390.96,112,108,4368,2417,3.62,0.022279,5522.62,1455,1258,63331,26873,4.39,0.032464
25493728M,70.98,2,2,65,20,35.49,0.012214,398.06,15,13,508,167,30.62,0.011328,2368.44,56,54,2056,638,43.86,0.011139,21789,588,538,15041,4308,40.5,0.013884
25501032M,182.8,8,8,93,39,22.85,0.048856,1269.54,66,54,675,263,23.51,0.047056,6689.19,317,293,3018,1216,22.83,0.060442,40464,1666,1600,22560,9844,25.29,0.041289
25501133M,45.24,14,12,194,57,3.77,0.073284,259.76,82,68,1189,455,3.82,0.059256,1810.32,429,397,4991,1915,4.56,0.081895,13532,4234,3980,85957,18684,3.4,0.102708
25501623M,489.15,18,15,179,77,32.61,0.091605,3256.86,93,93,1149,640,35.02,0.081041,13044.72,540,444,6323,2072,29.38,0.091591,155156.28,4389,4003,51239,23075,38.76,0.103301
25501785M,203.05,6,5,52,24,40.61,0.030535,1734.4,47,40,297,179,43.36,0.034856,6329.6,188,172,1513,732,36.8,0.035481,71050.77,1792,1701,20511,9631,41.77,0.043896
25501802M,127.17,10,9,153,71,14.13,0.054963,1284.66,84,78,1183,467,16.47,0.06797,5743.28,370,328,5265,1846,17.51,0.067662,11274.58,1175,977,17143,10161,11.54,0.025212
25501952M,400.52,17,17,241,96,23.56,0.103819,2816.07,150,129,2105,643,21.83,0.112412,8406.05,507,445,6275,2514,18.89,0.091797,57584.8,2747,2548,38961,16397,22.6,0.065753
25502027M,25.26,2,2,153,16,12.63,0.012214,186.81,16,13,1205,90,14.37,0.011328,703.04,62,52,3994,500,13.52,0.010727,3073.95,211,207,20456,1573,14.85,0.005342
25502038M,31.8,5,5,96,30,6.36,0.030535,204.6,37,33,576,188,6.2,0.028756,770.28,150,131,2028,692,5.88,0.027023,845.25,135,115,2434,749,7.35,0.002968
25502072M,18.33,1,1,99,10,18.33,0.006107,94.5,6,6,707,77,15.75,0.005228,523.95,37,35,2875,308,14.97,0.00722,5232.52,283,257,29491,2158,20.36,0.006632
25502097M,97.47,3,3,40,18,32.49,0.018321,650.67,27,23,290,126,28.29,0.020042,2644.18,94,77,1151,591,34.34,0.015884,28751.76,1133,918,14018,6253,31.32,0.02369
25502108M,60,3,3,96,42,20,0.018321,421.6,18,17,701,335,24.8,0.014814,1800.44,80,76,2663,1396,23.69,0.015678,20543.53,1357,1091,37569,13624,18.83,0.028154
25502134M,20,1,1,38,11,20,0.006107,155.36,9,8,219,63,19.42,0.006971,614.9,27,26,1374,313,23.65,0.005363,7609.69,344,331,14040,4004,22.99,0.008542
25502154M,40,2,2,78,30,20,0.012214,255.48,12,12,612,188,21.29,0.010457,1200.6,83,69,1982,1057,17.4,0.014234,4142,220,190,10086,2683,21.8,0.004903
25502177M,378,4,4,189,34,94.5,0.024428,2223.5,25,25,1507,262,88.94,0.021785,10430.64,119,108,6654,878,96.58,0.022279,98402.79,1112,1093,59857,8094,90.03,0.028206
25502192M,189,2,2,246,51,94.5,0.012214,1530.88,19,16,2106,317,95.68,0.013943,5227.54,68,58,6239,1352,90.13,0.011965,56250.36,858,738,89064,15913,76.22,0.019045
25502228M,472.5,5,5,185,43,94.5,0.030535,4046.7,46,42,1161,347,96.35,0.036599,15241.21,160,149,5616,1418,102.29,0.030737,158241.6,1505,1485,79122,13349,106.56,0.038322
25502240M,661.5,8,7,136,40,94.5,0.042749,4367,60,55,1148,246,79.4,0.047927,21669.62,266,217,3793,1141,99.86,0.044764,97901.64,1281,1156,28289,7060,84.69,0.029832
25502266M,661.5,8,7,164,65,94.5,0.042749,5553.44,67,61,1126,536,91.04,0.053156,19759.44,188,174,4376,2126,113.56,0.035894,186278.52,2369,2159,73796,25956,86.28,0.055715
25502284M,1606.5,21,17,247,81,94.5,0.103819,15202.08,149,138,1450,675,110.16,0.120254,62133.3,559,558,9237,2586,111.35,0.115108,553306.03,7060,6317,80274,26842,87.59,0.163016
25502296M,1417.5,17,15,237,86,94.5,0.091605,11799.57,136,127,1976,525,92.91,0.110669,53506.44,492,481,7171,2718,111.24,0.099224,496376.52,5305,4636,74254,38531,107.07,0.119636
25502346M,18.08,1,1,99,19,18.08,0.006107,152.32,8,8,771,134,19.04,0.006971,428.16,24,24,3273,609,17.84,0.004951,6979.92,390,381,32707,6253,18.32,0.009832
25502452M,143.79,3,3,200,32,47.93,0.018321,1050.12,21,18,1280,244,58.34,0.015685,5298.03,123,111,6496,1195,47.73,0.022898,15593.76,445,364,28172,4248,42.84,0.009393
25502521M,855,11,10,172,42,85.5,0.06107,6986.25,79,69,1432,365,101.25,0.060127,21579,345,300,4277,1271,71.93,0.061886,285448.24,4110,3421,71209,17138,83.44,0.088282
25502603M,787.5,8,7,237,35,112.5,0.042749,6067.7,51,47,2029,257,129.1,0.040956,23809.5,225,195,5393,1024,122.1,0.040226,20082.24,166,144,6105,870,139.46,0.003716
25502608M,225,2,2,83,22,112.5,0.012214,1263.9,11,11,580,142,114.9,0.009585,7902.5,62,58,2861,814,136.25,0.011965,80174.88,1032,831,31964,7102,96.48,0.021445
25502629M,112.5,1,1,27,6,112.5,0.006107,799.75,7,7,159,41,114.25,0.0061,3910.16,45,37,887,191,105.68,0.007633,36071.7,414,386,9120,2727,93.45,0.009961
25502655M,225,2,2,75,31,112.5,0.012214,1684.93,15,13,514,227,129.61,0.011328,5315.76,55,54,2086,936,98.44,0.011139,108887.1,903,798,23618,13730,136.45,0.020593
25502683M,1012.5,9,9,134,60,112.5,0.054963,5887.75,61,55,985,468,107.05,0.047927,40580.28,325,299,4571,1446,135.72,0.061679,308195.16,2344,2197,32289,13456,140.28,0.056696
25502692M,562.5,6,5,174,79,112.5,0.030535,3522.22,37,31,989,547,113.62,0.027014,16152.75,137,135,5771,2599,119.65,0.027849,118682.55,1038,855,28834,18668,138.81,0.022064
25502718M,675,6,6,92,44,112.5,0.036642,3627,46,39,763,326,93,0.033985,20554.13,192,173,3315,1352,118.81,0.035687,336706.44,2638,2422,35635,18022,139.02,0.062502
25502848M,112.5,1,1,57,6,112.5,0.006107,740.04,7,6,435,34,123.34,0.005228,3207.06,33,27,2036,163,118.78,0.00557,50481.76,478,392,21359,2500,128.78,0.010116
25502881M,684,10,9,202,45,76,0.054963,4600.47,64,57,1733,269,80.71,0.04967,14349.72,250,231,4860,763,62.12,0.047652,12107.85,185,159,3597,791,76.15,0.004103
25502992M,76,1,1,81,29,76,0.006107,381.78,6,6,583,187,63.63,0.005228,3359.23,44,37,3004,984,90.79,0.007633,18528.95,350,295,35087,11896,62.81,0.007613
25503032M,760,10,10,200,95,76,0.06107,5345.2,75,70,1128,606,76.36,0.060999,22118.4,354,288,6942,3321,76.8,0.05941,254480,4867,4000,89297,40386,63.62,0.103224
25503045M,380,5,5,178,29,76,0.030535,2242.54,35,31,1543,249,72.34,0.027014,10329.31,203,163,5991,1051,63.37,0.033625,123124.91,2271,1849,46044,10261,66.59,0.047715
25503055M,228,3,3,115,18,76,0.018321,1425.6,20,18,651,114,79.2,0.015685,7808.05,116,95,4036,456,82.19,0.019597,70615.62,1052,982,28485,4622,71.91,0.025341
25503070M,152,2,2,94,14,76,0.012214,1012.62,16,14,617,95,72.33,0.0122,4444.16,61,56,3441,438,79.36,0.011552,37313.64,574,476,27392,2981,78.39,0.012284
25503098M,80.75,1,1,107,18,80.75,0.006107,525.91,8,7,916,118,75.13,0.0061,2251.27,33,29,3148,626,77.63,0.005982,28072.44,474,396,45514,7508,70.89,0.010219
25503110M,80.75,1,1,89,12,80.75,0.006107,72.67,1,1,82,12,72.67,0.000871,0,0,0,106,13,98.14,0,88.14,1,1,107,14,88.14,0.000026
25503585M,242.25,3,3,141,18,80.75,0.018321,1868.9,26,22,1169,107,84.95,0.019171,5234.02,88,74,4344,537,70.73,0.015265,14831.52,216,212,8453,1363,69.96,0.005471
25503603M,484.5,6,6,71,29,80.75,0.036642,3062.12,39,37,513,242,82.76,0.032242,11517.04,171,152,2475,834,75.77,0.031355,180240.72,2504,2038,29692,12785,88.44,0.052592
25517766M,888.25,13,11,183,64,80.75,0.067177,6627.14,79,71,1211,359,93.34,0.06187,29849.58,336,331,6149,1751,90.18,0.068281,485506.58,5599,4927,76967,24425,98.54,0.127146
25517787M,80.75,1,1,92,14,80.75,0.006107,650.3,7,7,688,109,92.9,0.0061,2495.64,34,28,2965,484,89.13,0.005776,9490.08,123,102,12227,2123,93.04,0.002632
25517823M,121.5,1,1,94,13,121.5,0.006107,901.5,7,6,610,109,150.25,0.005228,3545.4,31,30,3306,407,118.18,0.006189,42087.76,347,283,34022,3912,148.72,0.007303
25517896M,40.43,1,1,57,21,40.43,0.006107,343.28,8,7,439,176,49.04,0.0061,935.75,28,25,1440,516,37.43,0.005157,4394.61,117,99,8133,2930,44.39,0.002555
25517934M,58.78,2,2,96,12,29.39,0.012214,378.4,13,11,670,88,34.4,0.009585,2284.8,80,68,2561,362,33.6,0.014027,4283.84,184,176,8653,984,24.34,0.004542
25517958M,75,1,1,27,6,75,0.006107,391.2,6,6,154,51,65.2,0.005228,2795.89,33,31,687,181,90.19,0.006395,26806.78,311,286,7330,1507,93.73,0.00738
25517972M,142.5,2,2,123,17,71.25,0.012214,953.81,15,13,853,132,73.37,0.011328,5001.43,65,59,4272,626,84.77,0.012171,13822.86,230,202,11407,1234,68.43,0.005213
25518009M,213.75,3,3,58,16,71.25,0.018321,1318.68,22,22,344,112,59.94,0.019171,7462.8,116,108,1931,417,69.1,0.022279,70772.9,1220,1210,19655,4859,58.49,0.031225
25518058M,290.1,7,6,148,65,48.35,0.036642,2246,58,50,944,567,44.92,0.04357,7533.63,165,137,4446,2073,54.99,0.028261,9194.83,202,163,4440,1706,56.41,0.004206
25518101M,299.97,3,3,98,26,99.99,0.018321,3098.94,29,26,767,165,119.19,0.022657,7863.96,84,78,3094,776,100.82,0.01609,130899.93,1301,1113,35646,11583,117.61,0.028722
25518123M,171,2,2,41,16,85.5,0.012214,1539.36,17,16,296,97,96.21,0.013943,6555.4,81,73,1426,392,89.8,0.015059,45345.65,812,655,13149,7136,69.23,0.016903
25518174M,855,12,10,224,88,85.5,0.06107,6688.64,71,64,1905,547,104.51,0.05577,11830.64,168,136,3840,1745,86.99,0.028055,17868,245,200,3081,1202,89.34,0.005161
25518210M,427.5,5,5,69,29,85.5,0.030535,3749.95,45,37,522,201,101.35,0.032242,16188.66,173,162,2517,846,99.93,0.033418,14102.76,199,163,2639,1299,86.52,0.004206
25518241M,256.5,3,3,81,37,85.5,0.018321,1563.66,20,17,484,244,91.98,0.014814,6740.16,102,96,2474,1229,70.21,0.019803,78219.15,966,905,33272,11150,86.43,0.023354
25518300M,168.48,14,13,172,61,12.96,0.079391,1294.72,112,112,1008,526,11.56,0.097598,4633.35,417,345,4765,1828,13.43,0.071169,5790.48,656,552,6800,1971,10.49,0.014245
25518328M,38.88,1,1,162,20,38.88,0.006107,231,7,7,1233,140,33,0.0061,1032.24,24,24,6057,664,43.01,0.004951,13846.64,319,292,39853,5709,47.42,0.007535
25518344M,42.12,6,6,80,38,7.02,0.036642,320.79,40,37,616,292,8.67,0.032242,1046.52,166,162,2508,1112,6.46,0.033418,16818.12,2469,2046,33273,15084,8.22,0.052799
25518360M,27.76,1,1,31,5,27.76,0.006107,140.28,7,6,265,40,23.38,0.005228,1066.24,38,32,979,177,33.32,0.006601,10261.59,469,401,8791,1523,25.59,0.010348
25518397M,399.24,10,9,136,59,44.36,0.054963,2709.48,81,67,1015,465,40.44,0.058384,12800,379,320,4005,2208,40,0.066011,154982.88,4437,3978,58160,24608,38.96,0.102656
25518447M,200.9,5,5,143,27,40.18,0.030535,1411.08,38,33,840,191,42.76,0.028756,5907.24,193,183,3645,949,32.28,0.03775,68414.48,1789,1594,57990,9543,42.92,0.041135
25518484M,10,4,4,243,57,2.5,0.024428,66,24,24,1407,367,2.75,0.020914,345.24,135,126,5982,1561,2.74,0.025992,1086.18,479,421,19764,5260,2.58,0.010864
25518519M,5,2,2,166,21,2.5,0.012214,37.1,15,14,1007,152,2.65,0.0122,198.1,82,70,4133,575,2.83,0.01444,1856.35,813,685,70264,6898,2.71,0.017677
25518637M,10.5,3,3,60,16,3.5,0.018321,83,25,25,348,102,3.32,0.021785,127.5,41,34,676,188,3.75,0.007014,115.63,36,31,537,151,3.73,0.0008
25518647M,7,2,2,34,13,3.5,0.012214,37.44,14,12,247,113,3.12,0.010457,187.24,77,62,923,456,3.02,0.01279,2283.1,870,790,14135,4896,2.89,0.020387
25518704M,21,7,6,76,27,3.5,0.036642,185.84,52,46,511,154,4.04,0.040085,578,179,170,1953,987,3.4,0.035069,9084.24,2597,2232,24156,11079,4.07,0.057599
25518710M,5,2,2,72,13,2.5,0.012214,32.25,15,15,561,87,2.15,0.013071,106.82,54,49,1810,289,2.18,0.010108,121.44,51,44,2016,328,2.76,0.001135
25518724M,99.4,12,10,226,106,9.94,0.06107,942.47,82,79,1858,615,11.93,0.068841,2957.61,336,317,6841,2778,9.33,0.065393,33785.1,3478,2910,50718,29544,11.61,0.075095
25518729M,172.36,4,4,116,35,43.09,0.024428,1089.03,36,31,670,288,35.13,0.027014,4949.88,119,114,4214,1205,43.42,0.023517,38989.47,941,771,21516,5210,50.57,0.019896
25518746M,300,17,15,212,96,20,0.091605,2048.4,95,90,1198,666,22.76,0.078427,9533.96,590,482,6546,2858,19.78,0.09943,28873.26,1537,1371,17561,9092,21.06,0.03538
25518769M,80,4,4,225,62,20,0.024428,450.06,26,26,1470,441,17.31,0.022657,2847.15,153,135,7535,2289,21.09,0.027849,12661.59,663,587,35542,11228,21.57,0.015148
25518795M,199.98,2,2,60,27,99.99,0.012214,1104.6,13,12,376,151,92.05,0.010457,5103.84,66,56,1893,986,91.14,0.011552,66247.74,721,702,20307,11063,94.37,0.018116
25518823M,76,4,4,83,19,19,0.024428,416.99,23,23,628,155,18.13,0.020042,1746,111,100,2062,562,17.46,0.020629,20282.5,1380,1330,28585,6853,15.25,0.034322
25518837M,100,5,5,113,48,20,0.030535,669.91,34,31,645,404,21.61,0.027014,4081.2,207,179,3921,1429,22.8,0.036925,32634.72,1851,1557,45692,17356,20.96,0.04018
25518897M,160,8,8,162,39,20,0.048856,916.9,58,53,1303,306,17.3,0.046185,5056.09,280,247,5451,1109,20.47,0.050953,49300.25,2823,2675,40628,11046,18.43,0.069031
25518911M,260,16,13,186,78,20,0.079391,1438.92,99,84,1068,457,17.13,0.073198,7165.42,507,421,6541,2177,17.02,0.086846,26958.6,1870,1530,25592,12356,17.62,0.039483
25518916M,110,2,2,180,33,55,0.012214,887.12,16,13,1115,220,68.24,0.011328,3495.33,77,71,6143,859,49.23,0.014646,12596.64,187,184,15206,3129,68.46,0.004748
25518921M,110,2,2,95,21,55,0.012214,791.2,18,16,611,144,49.45,0.013943,4675.44,75,69,3304,551,67.76,0.014234,52490.76,941,791,31423,8672,66.36,0.020412
25518944M,660,12,11,180,77,60,0.067177,3712.1,71,70,1436,481,53.03,0.060999,15618.72,370,312,4861,2352,50.06,0.064361,163684.6,3418,3260,57580,28371,50.21,0.084127
25518958M,60,1,1,163,16,60,0.006107,304.92,7,6,1327,134,50.82,0.005228,2109,38,37,5376,548,57,0.007633,2727.92,63,52,10952,1132,52.46,0.001342
25518983M,180,3,3,85,30,60,0.018321,1771.75,27,25,707,190,70.87,0.021785,5363.46,85,83,2098,825,64.62,0.017122,47611.08,768,726,23044,8912,65.58,0.018735
25519002M,55,1,1,147,16,55,0.006107,438,8,8,1218,118,54.75,0.006971,1717.76,38,32,5204,433,53.68,0.006601,8938.47,233,201,24783,2777,44.47,0.005187
25519010M,220,4,4,67,28,55,0.024428,1843.88,31,31,483,200,59.48,0.027014,8279.55,162,135,2222,747,61.33,0.027849,83095.74,1698,1638,19670,8357,50.73,0.04227
25519027M,110,2,2,69,14,55,0.012214,801.38,17,17,600,83,47.14,0.014814,3405.76,63,58,2261,502,58.72,0.011965,24497.2,498,455,10420,2194,53.84,0.011742
25519039M,385,8,7,235,76,55,0.042749,2606.4,50,45,1389,566,57.92,0.039213,9342.08,184,176,6235,2279,53.08,0.036306,116579.4,2198,2031,44454,21328,57.4,0.052412
25519044M,299.97,3,3,61,16,99.99,0.018321,1411.68,17,17,410,101,83.04,0.014814,9050.65,110,95,2119,462,95.27,0.019597,105447.04,1450,1168,19140,6315,90.28,0.030141
25519058M,715,14,13,183,71,55,0.079391,3915,93,87,1259,524,45,0.075813,16201.67,444,359,6225,2567,45.13,0.074057,117382.86,2497,2478,38642,13816,47.37,0.063947
25519083M,715,16,13,139,64,55,0.079391,4296.8,94,80,1092,359,53.71,0.069713,19253.52,381,312,4023,2366,61.71,0.064361,72118.75,1650,1375,14168,7660,52.45,0.035483
25519088M,605,13,11,212,80,55,0.067177,4082.55,95,85,1339,625,48.03,0.07407,24818.12,438,409,5294,2601,60.68,0.084371,192129.94,3531,3379,83073,30919,56.86,0.087198
25519105M,110,2,2,55,11,55,0.012214,530.28,12,12,423,83,44.19,0.010457,2490.5,57,50,1378,260,49.81,0.010314,1808.1,47,41,1260,296,44.1,0.001058
25519274M,55,1,1,28,4,55,0.006107,433.52,9,8,236,24,54.19,0.006971,1980,38,33,763,109,60,0.006807,4841.58,112,93,1987,383,52.06,0.0024
25519318M,275,5,5,230,46,55,0.030535,1752.47,34,29,1498,292,60.43,0.025271,8035.5,156,150,8286,1226,53.57,0.030943,16123.78,311,302,15364,4202,53.39,0.007793
25519349M,1045,19,19,191,88,55,0.116033,6490.02,114,114,1360,536,56.93,0.099341,26392.1,631,518,5485,2359,50.95,0.106856,211903.2,3732,3098,27837,12804,68.4,0.079947
25519358M,110,2,2,59,24,55,0.012214,669.72,12,12,332,200,55.81,0.010457,2859.12,58,57,1588,722,50.16,0.011758,33427.68,649,528,18958,7802,63.31,0.013626
25522219M,385,8,7,220,76,55,0.042749,3151.2,59,48,1233,636,65.65,0.041828,9391.2,191,182,7337,1900,51.6,0.037544,23196.71,429,397,13440,4406,58.43,0.010245
25534894M,275,5,5,61,22,55,0.030535,1983.66,42,42,378,192,47.23,0.036599,8839.2,179,145,1818,805,60.96,0.029911,42391.66,968,794,11466,4009,53.39,0.02049
25534901M,715,13,13,218,58,55,0.079391,4822.64,108,92,1441,379,52.42,0.08017,20028.28,418,361,8125,1580,55.48,0.074469,84738.8,2024,1640,25702,5032,51.67,0.042322
25534903M,165,3,3,113,22,55,0.018321,1099.26,18,18,798,136,61.07,0.015685,5936.04,99,99,3776,738,59.96,0.020422,67988.16,1184,1161,31191,7478,58.56,0.029961
25545725M,715,14,13,210,72,55,0.079391,6535.2,107,105,1372,477,62.24,0.091498,4525.64,120,98,2001,563,46.18,0.020216,5718.02,110,94,1855,472,60.83,0.002426
25553369M,55,1,1,66,18,55,0.006107,380,8,8,525,123,47.5,0.006971,1827.36,43,36,1693,615,50.76,0.007426,23434.58,365,346,23765,7542,67.73,0.008929
25553387M,880,17,16,140,67,55,0.097712,6471.08,145,121,874,528,53.48,0.10544,23780.54,487,413,4091,2377,57.58,0.085196,309554.7,7011,5655,49898,18979,54.74,0.145932
25553402M,55,1,1,59,16,55,0.006107,365.75,7,7,353,124,52.25,0.0061,1983.89,35,29,1466,399,68.41,0.005982,2620.41,41,39,2409,607,67.19,0.001006
25553417M,330,7,6,190,94,55,0.036642,2645.58,50,42,1277,758,62.99,0.036599,9475.05,260,215,5116,2337,44.07,0.044351,114851.85,1792,1731,64973,35882,66.35,0.04467
25553432M,420,8,7,243,61,60,0.042749,3467.31,58,57,1964,466,60.83,0.04967,10651.79,205,197,8735,1882,54.07,0.040638,140965.04,2877,2578,88869,22817,54.68,0.066528
25553447M,360,7,6,160,66,60,0.036642,2663,56,50,1125,512,53.26,0.04357,11552.94,180,173,4706,1769,66.78,0.035687,142204,2710,2435,51905,20123,58.4,0.062837
25564405M,60,1,1,50,9,60,0.006107,429.18,6,6,320,63,71.53,0.005228,1986.28,41,34,1253,307,58.42,0.007014,5007.42,87,81,4331,562,61.82,0.00209
25564426M,60,1,1,140,22,60,0.006107,353.4,7,6,928,155,58.9,0.005228,1719.88,33,31,3367,745,55.48,0.006395,7564.26,155,146,21664,3578,51.81,0.003768
25564431M,180,3,3,156,46,60,0.018321,1572.74,25,23,1101,258,68.38,0.020042,6116.94,110,102,4514,1711,59.97,0.021041,57205.98,990,843,33462,12630,67.86,0.021754
25564454M,540,9,9,223,75,60,0.054963,2708.1,58,54,1804,633,50.15,0.047056,17369.75,374,335,7706,2455,51.85,0.069106,191869.05,3308,2865,86122,33176,66.97,0.073934
